tech_score,exp_score,comm_score,final_score
57,85,40,70.99564254261928
45,34,63,46.303217934360084
57,41,65,54.17432149471057
58,70,59,59.091356069616246
61,32,48,47.88052699695677
76,62,97,72.27493898995402
71,79,99,74.23487978263769
95,85,62,87.64811252214217
80,38,51,67.16343718807754
98,79,65,80.46126857475312
42,58,52,45.32416172341757
67,68,92,73.58172488825791
49,74,55,52.12749698333742
90,46,89,77.82065020416965
74,85,34,67.95155429347179
68,75,83,64.91027047222876
93,96,67,91.05815206003926
54,98,91,71.79490211527201
72,43,54,64.82524254750277
46,96,41,59.02252093039277
51,52,51,47.743447455975776
88,90,38,78.43377629972568
69,52,58,67.9098538245755
60,56,73,70.6091126363757
70,83,56,74.06535556614048
97,39,84,74.05484174800654
63,45,34,51.96303491384045
59,70,81,66.20791348145916
76,84,42,70.84879905591224
43,90,71,61.428049846789
67,78,44,60.872863285650965
83,81,47,80.07809421171287
59,31,79,58.903899152228526
99,79,31,79.51581292820069
63,72,42,67.79373828710841
89,37,97,77.95525289579611
88,88,76,80.01782659086105
90,94,79,87.22797508329788
71,41,41,63.401853749928364
80,33,42,56.49676071254107
75,70,38,62.63334998843121
97,36,88,80.51204583981225
92,98,74,88.79891293842878
73,98,99,88.50392434563715
75,59,72,69.41941962240541
41,35,52,37.41672195101005
54,48,74,52.734440212708165
73,95,52,66.97125411251952
75,39,63,56.27408720870187
45,45,45,48.14189190195608
78,66,92,83.2288519202157
81,61,80,71.74786875665781
90,76,61,73.12508520457327
90,72,67,85.68918665132318
97,65,85,90.83714037020394
93,55,98,86.2147937812922
51,39,46,39.14534107959909
42,60,68,55.17559764554571
84,58,70,76.15789433365929
57,34,77,58.602879477826434
79,30,57,60.65494512604249
60,32,79,51.649124830082854
54,96,30,59.77729181525642
72,64,79,76.88526468453612
74,44,48,61.69771150676083
65,96,88,72.35971518299533
47,59,97,69.1323367856507
75,72,96,84.07773631434108
87,89,70,92.51249331413487
69,69,39,68.67156191956147
62,94,57,65.9580109421309
81,58,63,72.15002475835074
83,48,68,72.51747100532049
53,32,85,46.37847996887861
53,65,81,56.33806817107322
41,72,32,52.216991168224375
94,44,52,74.71344148119816
76,70,46,80.04109514631995
44,65,55,51.19806700443739
77,62,47,58.08527333497322
84,34,75,66.44433710950506
80,43,99,76.9172994815431
93,97,60,85.7795064005753
99,76,38,80.40872895861159
86,83,64,77.48951115756007
53,33,89,60.165475779082925
95,38,92,81.02307791176531
78,82,81,75.69962730829046
64,89,77,71.49037210573564
59,75,90,66.60254031083916
41,83,53,46.701892230994105
78,66,87,72.39008348936915
45,52,93,47.835684877856984
56,56,59,61.26789810917405
98,99,58,95.36437565827765
64,95,39,66.806053634137
96,90,68,89.62347929568386
67,80,84,79.6549983039581
41,79,57,59.5189102037921
74,48,47,70.82349304672191
76,30,70,62.29706230368878
44,69,94,68.7631766673835
40,61,75,53.77559984492796
79,51,89,72.00250770923019
51,95,38,64.99342032408767
95,69,74,85.76076606586616
75,67,89,72.3603913704074
84,77,57,72.37984442037299
62,84,32,62.97387789291739
86,84,80,74.74964629767337
70,80,37,64.86234810644105
50,89,99,66.58830739523137
49,37,88,50.31826869133125
42,97,90,64.20633675370148
93,38,87,79.13954483685806
53,31,99,57.83339814025335
55,99,41,65.66476262355022
49,88,38,56.58311812852965
68,48,78,69.17349171239016
49,57,46,55.303242987567145
51,43,83,54.44429337402424
69,53,73,71.7737337282592
80,73,61,73.15228426187495
40,85,64,59.32351262118959
44,80,78,58.72890689896555
59,61,83,62.433948836087396
47,79,45,53.06491737641828
82,70,41,73.637959283246
51,95,37,63.28109748561126
40,54,50,40.93630642664377
96,90,77,93.23224525212177
93,95,37,91.36475528107711
59,71,57,58.89961983278304
67,94,39,65.91370718709975
96,65,81,83.74033440929793
82,38,44,68.09117380001516
76,65,33,61.90843861780263
86,67,91,90.50925466307652
76,62,33,57.914706808354374
51,71,70,61.7402428317171
76,90,84,73.2936996523357
88,75,57,73.21926524768493
88,90,76,85.13299536050762
95,47,38,70.55097060639658
83,99,31,83.60365988636839
95,44,96,76.4033534481568
67,77,77,74.10321955622345
86,42,98,68.50446458788292
54,72,57,65.04926747039521
45,89,43,64.3519115080972
83,86,75,87.48762421197728
98,46,42,76.38032215199758
59,79,45,61.743082213350505
89,61,69,77.98356062347229
53,51,59,53.11510000052764
41,84,94,64.27245663314869
48,86,87,63.48168450825202
76,42,77,67.40834284921387
59,76,78,69.98900168719811
65,91,31,70.92648834348867
68,83,43,69.46058957777093
40,58,46,51.00539663126496
94,51,60,70.57862645062966
74,94,39,80.11718961722117
45,58,99,58.49373440642296
76,77,66,64.05622985776444
92,34,93,72.85254948124683
98,64,59,82.88340173622133
44,75,63,57.51102168156853
72,64,47,54.88993876733639
88,74,92,85.67578210445778
90,42,78,73.8336574281895
53,39,85,50.342830360387836
51,95,87,74.22257221247037
81,99,56,80.73085324159754
59,54,84,52.74459216853188
92,73,48,80.97537554030522
89,89,52,82.47408674957279
63,76,76,77.06779605496146
98,69,95,84.37527012762702
82,36,80,66.63478668489033
73,75,57,75.72996717982849
64,52,86,60.22189547440181
89,75,87,89.55374708176285
68,42,44,60.684148045993574
96,50,45,73.56890186580557
78,30,76,62.37435592916214
70,48,92,64.56356593783414
95,89,41,78.794586416437
86,62,72,77.55415362006948
82,33,58,48.11268983289925
89,32,78,66.9147176855436
62,81,32,58.225179616392886
83,57,98,73.25978868874519
77,99,89,86.92855395207947
59,99,95,70.85105253682426
62,84,55,73.21436180613358
84,86,98,91.96790288107182
91,45,76,80.99774083245728
55,53,71,54.96386944697686
89,98,60,86.93899891378838
81,70,51,75.81585505279276
99,76,46,80.84596945617238
94,98,49,83.36697523027908
47,60,37,49.49839524932973
89,59,78,76.77488266614301
60,47,67,52.14659195403309
40,73,82,46.39809887926597
94,56,57,70.58220339659252
47,55,58,39.80194199167095
68,89,40,64.35005509571802
71,47,76,71.89531256196241
77,85,74,69.55741890073136
44,60,47,51.644498930737655
86,88,79,91.31344589381337
61,31,78,47.53665575995849
86,68,51,82.57164602029178
73,90,74,77.91764689076268
40,92,90,72.39076345574168
94,47,50,72.45421055747948
94,46,90,76.49673430986148
65,68,65,51.36281560489684
82,83,53,70.92598756626427
49,64,61,59.29875096221452
69,40,88,71.78641648680974
89,90,34,71.27673541359975
57,73,45,59.10166751091504
56,97,40,62.87003471028284
65,54,64,63.58907824252976
47,77,71,61.24184009877135
86,61,39,67.2415983066426
79,33,37,59.99554162749075
88,67,55,71.6423479545584
51,92,32,59.55620116930513
66,76,88,77.25053289176677
47,30,32,35.268155936397676
64,32,67,53.205224803253955
85,91,31,73.20990412254115
43,93,46,60.86084688279127
72,46,65,64.54778827092095
40,91,31,50.9092773964281
58,64,63,62.50436373605895
70,42,56,44.73967863367704
55,64,66,64.07636203954324
53,72,51,62.77850649925616
92,31,97,72.1680941003506
87,85,43,74.07341567014467
44,80,52,56.112382449234765
80,83,73,74.9496412181552
65,45,94,61.02672516555503
67,47,90,67.13926387211832
41,36,84,52.14530610482472
89,74,79,84.08935783913223
45,65,41,64.63164440608762
48,70,44,60.042937396082515
72,71,46,70.17687777477242
80,36,63,66.89594189326456
64,44,64,58.43379442914623
87,89,68,86.32326720267056
52,69,84,64.4879769113
48,66,88,66.65419272718354
92,95,34,79.9043028094384
52,84,59,61.33710446557205
70,85,33,72.99034120140632
80,73,44,68.4000462395418
50,86,64,58.87535651343598
43,35,84,45.05935264926075
73,61,95,77.54308516024722
77,47,89,83.75942936746654
85,97,53,77.76154503575475
43,36,51,45.725743206985854
77,37,73,64.96888090110347
58,93,61,74.74094497304905
45,36,80,52.481896642711526
73,70,32,69.85094561206716
57,69,99,70.46067848598302
52,32,61,43.62613006787002
80,46,31,56.59992615890558
62,95,88,78.1599029815967
58,81,43,64.23541370754596
84,51,80,71.37894415202318
50,33,40,52.975297879162454
40,35,39,43.006109658573244
63,67,87,58.58046735395598
93,55,63,74.98548852022057
46,40,82,46.25141267266427
64,46,57,66.7314130806357
60,60,47,46.30329837523339
54,64,55,59.29370957227369
40,45,36,41.31662198814294
51,47,74,58.46953558719835
97,91,74,92.21380528438229
46,56,64,62.94662343903043
54,64,81,66.98965233426658
60,74,50,53.00953473540366
58,64,57,66.6210808083757
99,57,73,82.21576665302828
68,38,85,69.42956693764836
64,44,39,51.414603326204606
72,50,52,56.088351592125925
88,81,77,77.4431148493748
71,64,81,76.20698021634382
88,80,44,80.78589174204167
74,84,84,76.04026218716164
83,73,72,64.44950010483319
77,94,79,87.99837404697108
65,54,35,45.512379534887984
50,76,62,71.06955575842778
74,85,91,73.47292876511888
47,67,84,60.47038410665715
85,40,68,69.25008368877478
53,96,41,65.32425610464558
49,44,60,51.32141812411274
41,30,82,46.552197793277514
85,36,63,63.72963060482187
48,30,70,45.88276362030316
42,78,39,48.94090642441834
60,58,81,64.17938371276641
65,55,86,57.43057296620606
47,74,32,53.67730766136207
87,41,86,72.5066403330646
41,61,62,55.40716208386362
45,49,36,42.881678628150155
67,80,33,67.11114217474439
92,65,68,81.86012618245496
68,96,77,77.50467425757859
65,30,45,52.264411573930595
64,56,67,55.48666868374089
51,69,33,59.50782740990451
44,43,33,38.77226913703213
73,98,56,76.20842159549561
87,35,46,57.93582564672768
76,62,99,72.55894154428681
54,84,83,77.01769099704507
83,48,37,63.98945077789187
75,58,82,69.81607781129408
54,90,34,59.288223743436774
82,99,98,90.3098940900382
87,53,76,78.21228868764783
62,52,69,61.3691926857742
45,39,36,42.47597445085448
85,83,41,70.98413542368488
89,70,54,74.83100462345001
83,78,57,77.08260233984241
98,46,72,77.04404581846981
82,85,76,79.62062791301545
84,74,78,77.26247719017812
60,59,83,66.47782237701837
62,73,47,64.60098582507558
82,84,56,82.34706328491386
94,48,35,69.37891911160803
55,58,98,54.118926583668284
86,31,51,74.29145470433069
92,65,88,83.0559925454766
99,48,76,77.04988679167803
54,36,97,56.90919651748458
64,55,61,58.71952981024463
75,67,30,59.50647948286342
50,32,83,54.27276686120858
90,95,75,87.75726858929781
54,72,70,62.152802548197236
43,91,70,50.285962620326146
60,53,37,52.1675588998541
52,68,61,53.216958231284856
61,97,59,68.78781774021174
58,73,75,67.08140046976526
73,34,81,59.8324425404398
53,84,90,67.3222920730064
43,59,42,48.082885909754204
87,58,69,72.16743301951756
92,55,90,75.22343485131726
91,55,73,67.99247176530226
85,66,91,82.18287892007895
66,82,73,69.61747702810233
68,59,77,58.77239474639897
86,32,88,76.42831271219521
67,72,86,73.99012748625248
74,36,40,49.860247357121395
47,78,54,54.17681902020184
55,70,90,71.73205983589844
81,83,75,79.52285775742652
75,98,83,81.40814861965148
69,56,63,67.65337577250975
57,37,36,45.96091557827618
41,61,91,63.14835163194878
88,93,86,87.03649879150022
52,39,34,41.648153425904304
43,42,64,46.98295959682215
65,92,66,78.12338729182025
64,64,89,70.24756574689367
69,90,94,80.8177257041345
50,83,45,54.86306738631924
46,37,59,41.1284187942551
70,58,71,71.42887868561026
83,70,90,85.85421176429466
49,59,77,62.79297557840788
78,50,91,76.15525277720182
52,40,93,58.8325838335566
70,31,86,63.65604778417486
46,79,97,66.7679662178263
95,70,75,86.31036083590612
88,95,57,83.69154683837029
81,32,32,59.29635501373745
81,80,66,82.28779905226511
95,97,77,85.71118520719136
75,54,48,68.78156956125332
59,59,46,56.11094198641703
43,40,69,54.59099929406632
93,46,79,82.45233097043234
46,55,58,45.946240162448646
93,52,80,78.10317426442008
40,85,71,50.370832004363386
83,81,58,75.46961509484898
95,77,95,91.3786980381144
84,49,46,70.13477154167799
81,31,60,62.146180598144376
86,60,81,79.41379790194405
98,56,68,75.88781299478735
52,31,89,53.00490345205563
94,33,80,69.94920797106536
61,42,45,53.512792202429196
93,64,43,81.24863941242602
60,95,71,72.4153164432597
61,35,80,50.144524068819564
67,60,53,63.08138128714894
48,39,72,53.62717873370429
65,50,48,52.509867788702145
48,52,90,63.80920577579108
54,32,92,52.01830326125424
49,61,55,49.998823915984005
63,49,64,50.09689856426791
97,58,96,86.44399712937376
96,81,85,98.3799575973969
81,75,69,78.63375020976132
47,63,58,50.32908418271571
63,90,35,68.06608673785814
55,99,81,77.40176576785069
88,40,30,67.80332616034208
65,92,81,70.12511418148941
66,50,53,66.36529885021058
76,32,63,61.26723037994599
43,39,36,49.165972792559906
89,56,40,70.07794106932437
63,41,65,59.683815184028475
58,36,49,44.85686035608088
75,46,92,74.62420332498867
99,94,92,90.71543511301931
78,93,98,87.84389320991745
49,55,59,50.64730112051179
64,44,59,56.559475598874116
57,62,51,62.726123867838886
58,91,90,72.52488744968583
75,76,50,75.82837493948637
49,64,66,54.86518276299432
72,94,56,76.05452995077684
94,54,64,86.74908510401292
89,86,67,84.30860995470132
44,61,89,57.72068453503316
86,92,99,91.09973695661924
88,41,61,66.84875238835299
74,92,56,70.79322211197426
83,30,32,67.19574096376253
73,80,78,74.06837886015494
72,99,59,69.88761173894778
94,37,51,67.52296795347078
60,97,48,70.48436656658944
56,34,60,49.16102197913904
61,68,49,60.456279509577335
87,52,48,67.88048544987416
76,97,31,75.42768396348013
54,81,69,69.194889289673
74,33,68,59.53767998263953
67,76,83,85.84823174167774
46,50,56,54.404458219557206
71,85,41,69.17271689093428
50,95,46,56.10782684417689
49,88,39,59.27136329964342
48,36,48,48.469428243564344
53,78,59,65.80775086590118
52,45,59,42.03669838013823
96,46,54,73.17680788066613
64,63,95,67.49706652044385
41,62,64,59.38598084382572
74,55,80,70.11839635597559
46,95,56,51.27895345356866
60,92,39,67.24163499327321
57,70,72,54.15059378828717
42,87,84,66.15057920457599
81,39,35,72.13599121419384
93,44,35,73.501730775253
78,71,77,76.9941394668601
80,86,31,68.70269810737705
88,46,80,80.17082640296648
50,89,90,72.87945199866468
78,38,48,58.66579729089682
63,65,31,54.5062018725452
99,65,80,80.46630518348182
85,77,55,78.47341975714578
58,80,99,70.7161836138917
43,99,49,61.839239180388915
65,97,52,76.63883945519088
77,51,83,68.1914581459444
81,35,44,63.025498881004154
71,55,35,65.111646027762
78,32,64,63.37590309786678
84,81,37,77.19783307425772
85,89,86,88.41319748909007
75,92,79,80.98131017344556
79,94,78,87.4856916885906
76,81,50,80.34607072316999
72,43,65,66.17495703611365
75,97,98,85.23190274152947
42,57,87,54.66268657534478
48,39,92,53.44971931781429
47,86,45,63.03713786156922
72,95,35,68.86880162816482
98,79,81,83.77814068156282
45,43,31,43.94461697943927
80,45,47,63.00821480671087
78,83,64,84.10658257529371
43,72,68,45.41678476840505
52,71,30,54.340424321278675
88,51,66,70.4813633366902
99,97,50,92.65139560150655
41,48,30,39.5000346559609
99,95,33,81.71974769619696
44,68,87,64.47940036438786
83,48,30,68.29493207830328
66,45,42,54.411596517693916
71,83,75,75.00750297251531
60,54,76,67.75290302627664
47,47,36,50.59421078499363
77,52,80,75.25712843822073
47,40,32,39.886345605431394
89,68,79,77.4076567403228
42,97,55,69.28321862403693
93,54,60,77.74855377818356
83,92,91,83.59260910126967
97,59,55,76.66821001285102
42,74,96,62.82486030797194
61,90,84,73.7717705959916
45,80,57,56.43870987229937
41,38,73,52.65300889632709
62,31,67,56.34202067295157
83,34,59,74.76655968431086
41,91,95,73.22691928262144
77,98,37,75.98155793581057
56,81,43,67.98553545447548
74,34,91,67.16413298897051
73,88,92,93.39145910265486
62,97,95,77.52528244753216
69,38,69,61.9652245856051
91,51,42,66.19647932349655
47,56,46,47.59468623419491
61,39,44,49.29302812876465
83,90,62,87.08118353054385
97,80,45,82.54015998440887
75,39,42,45.3052219013715
44,35,52,43.368294386074794
52,91,65,61.43057906941293
68,34,72,56.396654133635565
70,99,79,86.25312004856394
86,92,42,72.28270776029576
96,85,59,79.15923147784251
94,88,86,82.29764335098314
55,92,59,64.962886999402
81,88,39,66.25196589830864
69,80,95,69.47141410939692
96,79,68,84.15100412973605
94,33,66,71.66855289980705
55,77,32,52.444372384038104
51,61,63,58.20552679118216
56,80,67,65.9533580481538
55,81,43,63.10076036175488
51,63,93,57.7966928066789
47,65,68,66.51976893807392
59,99,83,70.10326012915755
42,72,31,45.672952826336754
55,45,72,57.97487246115213
69,88,82,77.88904033693953
84,82,32,77.23459446093914
62,48,70,57.8504299237654
67,70,37,55.76600507030159
90,76,92,78.57469764658067
79,83,94,92.09805786867506
93,84,33,76.78503813063587
44,48,97,54.96302359535939
59,91,39,73.60695707137647
79,88,79,79.23953518183902
95,94,52,86.22120886257775
83,97,90,83.43725482347804
40,57,76,45.738452640052145
96,47,32,77.94888444006656
69,55,46,69.71817135283398
60,48,51,59.70522853396376
59,84,45,68.6375652524223
45,86,32,58.47184211020209
61,35,81,53.50351281819728
57,30,62,51.35364374481869
47,37,71,46.28109775527605
78,80,31,56.25123902671198
71,54,68,70.896348369924
72,76,75,76.57325029244674
92,84,77,80.0139036251743
55,93,56,64.79856205693319
51,39,44,51.260951938800176
77,85,36,71.85970120462576
91,41,86,66.50610346076232
73,62,71,63.2340608160568
53,46,38,57.186420940638875
75,90,35,71.829301282479
72,39,86,70.19258295174396
62,60,59,69.99169251314612
89,89,84,85.70572195905878
84,99,83,90.06025755475915
41,46,56,35.66680533643323
80,79,88,78.26470257582629
60,66,36,59.878746091583494
41,91,69,60.639573820784754
66,58,31,58.859401207574415
96,61,43,79.54938547923419
48,40,39,46.60129930666492
40,35,79,47.95411362649319
50,64,47,54.55430153826267
42,62,47,46.1589721289592
91,47,45,63.98148872256061
62,66,81,73.77807188686982
65,42,98,68.66206767642473
43,93,81,61.654290900975376
57,30,60,49.82046601411607
94,92,52,78.04053634952318
45,63,71,53.21053082991602
74,39,91,69.57851577287127
61,36,79,58.40101894688207
82,85,44,75.87887123027771
54,66,73,56.98191546162663
61,58,71,56.66774912925555
99,41,74,81.34992708693791
76,46,64,73.06803353518286
91,77,51,81.54980162544014
81,55,67,69.53849641946982
51,41,99,63.7251668088962
86,50,93,72.3892114531149
88,71,36,77.76531119877843
81,90,73,79.11690350601897
77,87,36,69.0624020629681
57,83,95,70.73604206888086
84,63,89,78.19403241366192
74,36,30,58.37469112438452
69,64,91,65.37834125544016
63,44,47,51.07793545626484
81,94,36,76.94824691736127
69,54,83,70.08912628624947
53,88,96,63.575782098320474
45,35,39,36.84799758635902
42,81,90,54.55636977471225
55,50,88,56.60270138730474
46,61,88,56.71331696307393
91,82,98,92.21375615332258
53,88,92,59.84509280812787
48,98,37,64.06634301854308
54,91,84,68.55321531938309
60,33,35,45.195505365058345
74,47,30,61.95647799396091
41,85,85,69.72444051019465
66,53,39,53.424422117727985
41,95,52,56.09072452818154
74,42,45,56.82888851109683
57,91,45,61.46610101064344
53,83,85,61.22454936076108
59,44,35,49.54289050048029
57,98,59,66.40010634163494
49,32,92,52.98928076859574
64,66,30,66.34345769046972
41,66,80,55.77175179767528
64,32,75,52.8214849822019
93,92,50,82.73888307884523
72,64,67,69.24345201158081
75,81,98,80.5726816178801
70,57,92,67.68585425319571
53,47,79,48.116307729277494
40,65,41,50.86833970624279
85,62,98,76.23383608236652
55,93,73,77.31238108197087
93,55,81,77.35533704512986
85,77,38,70.61740533062198
91,69,94,82.64254349760641
42,46,39,43.350954185775954
74,69,75,68.36789215058823
80,36,87,64.8240166534318
45,86,66,64.61177899104436
64,37,81,54.2114181975239
52,85,42,62.64113859875506
92,60,35,75.13732042510668
73,88,87,83.63819937756669
47,87,77,66.16812686827079
60,41,61,45.47913672702641
73,77,40,61.54642100211272
43,60,34,39.523120578374275
64,92,35,64.70811212636374
54,68,50,57.556205614889734
43,49,71,44.444590841575796
84,77,56,75.43661331485335
99,83,32,84.22102203565335
51,58,89,55.70637035628161
71,77,95,73.50771163342979
71,85,78,82.50479749427099
67,46,63,55.26349892537401
52,38,66,52.31137570730288
70,63,71,74.2962766473175
53,74,94,61.59252872214391
59,38,89,53.16658987587471
57,36,30,44.142594652144524
68,45,88,65.43800148116225
99,48,33,67.29197524471692
45,35,43,51.45641269757134
71,40,47,59.59313291581614
68,90,63,69.57843867775557
82,71,30,61.46996041914869
41,42,82,49.18498724521697
99,41,51,74.19419150967234
62,49,90,72.9022726062895
58,79,51,63.27907383828663
70,65,79,69.08555518586971
90,98,45,78.51713760592838
44,66,57,55.05191319002516
58,41,99,66.18345931425245
73,69,71,62.46316712466776
49,83,95,68.77345642116143
64,31,64,48.99925309521631
41,79,49,47.212215267722925
50,70,31,60.66992316888772
89,74,36,78.33648211268772
70,38,78,58.96888725707182
95,91,38,81.59263591490831
54,76,56,59.41357542070558
48,34,31,34.77186443971585
62,30,97,56.69599654147217
58,73,89,72.61985163118996
48,51,78,52.07096269382293
74,67,31,65.62014269590341
60,48,46,50.809703198413665
48,60,49,45.87901101681701
67,96,61,80.47203161710462
85,71,80,69.14818614574128
90,55,71,84.62491378340411
46,42,92,58.98972181719648
55,87,90,72.51356577397007
55,47,91,57.57060331886586
99,96,32,82.8603093652985
72,32,55,57.61231409209627
43,84,77,63.02386784143128
43,87,37,50.20412285203332
78,92,34,73.73890978585763
79,81,40,73.09355080279063
56,53,71,56.59673034338139
76,38,70,74.59592782528348
78,66,48,67.73013087674357
99,82,77,80.68324224094331
91,53,82,72.74851437707407
68,50,84,69.31763923363252
91,69,90,80.58787001139393
75,91,61,72.03104694331228
99,99,75,101.17680535891648
77,98,65,81.74893885949848
78,43,47,58.29390711067529
89,71,47,61.35621675513794
76,79,41,73.00169288372051
91,90,75,87.57741257274907
74,33,84,70.20371002172872
46,46,67,44.72697428531211
66,86,31,63.13378171206952
67,77,38,65.69309733539127
61,73,34,65.4797298271916
53,74,48,59.59234781636319
46,62,68,51.662799598887254
76,60,71,76.68883179612297
61,76,46,60.938584329350725
44,35,92,51.80014643318859
94,63,75,84.65336115216691
41,82,49,62.715990766285174
66,43,99,67.54442750775091
60,45,37,63.836412852116055
93,72,48,77.25225942244823
77,41,61,64.46783066947282
54,99,48,63.20676184703021
60,48,53,56.61295467131555
49,70,53,57.58574957946039
62,82,85,77.82851445982483
97,58,47,77.52257046328322
95,99,41,82.76380713841809
78,88,70,80.68201636577184
44,93,77,61.93815567655299
40,53,93,57.247469518863156
52,45,45,45.70417825927353
60,81,52,57.7099885238134
65,35,68,50.94947222971659
89,66,62,70.82501175353332
84,33,53,59.859679938660186
60,67,90,63.863522294681154
92,70,84,83.68947353446306
57,43,90,57.440167901613215
76,80,69,78.38091181151873
84,94,87,89.51363592077843
71,81,30,64.18051027236545
75,59,54,72.21159433802384
56,86,82,65.56780550272109
74,59,90,77.73221994951643
88,71,75,81.0807841544862
99,40,89,77.32803448916209
50,56,80,63.447109447142914
60,53,77,64.08576372270392
91,68,69,74.32195876196998
94,47,36,70.11990301924823
92,74,48,79.61492199869056
65,41,44,58.63692063978893
43,78,99,67.6267962003337
73,60,90,75.78452211342166
91,51,85,75.59309745738302
87,73,39,72.15147139190594
99,93,75,91.13930525444373
57,54,86,53.90650437175746
79,80,64,82.73327570273923
74,36,32,48.60419082846776
80,35,95,70.84360697185966
68,53,82,64.6445384443804
91,48,81,74.90780631884154
68,38,82,65.18771203279152
77,65,83,70.69841369613766
81,69,76,78.68289910568144
60,53,32,54.63060809624931
81,77,94,78.5220261875526
52,92,44,66.95581438939823
88,98,63,92.83714787130565
80,82,79,90.52362210408003
56,83,62,63.989837265068424
95,71,32,76.15561429875802
48,74,31,53.660943291462175
80,43,33,62.82885530418738
40,58,45,55.14269872556322
41,35,83,50.03413814055551
99,36,62,75.2702984043646
87,66,38,65.42664861972922
68,82,86,86.04321909583474
72,47,69,61.52328728730561
49,67,81,47.501879560286014
89,88,45,68.52151584536074
97,30,37,66.52538371592635
99,97,89,90.03443169010782
79,73,65,74.66892562941636
60,76,32,51.726264386902024
67,64,44,63.0252062389185
50,89,52,64.92137605324517
94,81,32,78.57918258272237
73,37,59,55.91833027652015
47,70,74,63.69281048836657
98,32,46,65.80318254341371
61,98,87,76.3582188676205
47,43,87,51.251517655520566
88,55,86,76.36041909323632
54,99,36,73.25624459165293
56,87,68,67.67524363269041
99,69,87,81.25186619018874
62,80,85,67.20374901449362
63,34,44,49.1190810661942
84,61,73,70.92679862804863
58,30,41,50.9482967930622
44,83,37,47.21529262370299
71,40,70,60.90466608047441
83,82,63,83.75318363714713
40,37,75,42.94953063225289
62,54,58,60.99529330435187
76,69,45,67.49834228201087
47,61,34,48.44222500024668
52,57,34,52.4594662243088
47,32,59,35.605690979972174
96,91,79,97.11680991779095
62,56,34,45.115063447504895
82,74,42,77.27957964632995
40,54,78,53.97006108144373
84,90,79,87.16570452707964
90,73,43,83.57282380378464
63,75,75,74.91726013611155
74,43,63,66.57087551675782
63,37,76,56.327353482922334
56,77,89,67.09643140235242
44,43,40,47.107382597333554
59,94,79,75.76423623544909
60,36,33,48.90586471443743
79,78,70,76.61527092680804
97,84,88,89.260965137264
70,42,89,58.450004252098715
85,85,91,89.41778713511577
75,85,54,72.89158569495899
50,44,62,49.36658567177486
91,86,48,71.83720428590865
54,87,86,70.76350684150779
58,64,44,50.183126639685355
46,45,70,48.32685108558862
90,37,98,79.66351474827118
67,74,89,73.81638509955066
90,69,51,75.37310127761423
82,83,72,76.66691650032453
97,43,61,70.86229301777446
44,88,42,64.72681686089356
44,82,67,63.89867938852644
69,56,55,59.98951165505649
93,76,34,75.57235320634037
71,35,78,62.836668064167505
47,84,34,57.690416407986056
49,73,77,61.67841972612991
77,47,47,53.14810738359738
86,45,35,63.34260359145333
71,41,95,66.33754974243469
87,49,71,82.68649613643174
67,74,81,85.35876647935491
56,93,40,67.11082342494115
70,88,55,69.01436044591064
47,51,50,52.195080380219125
79,76,95,72.80753709155894
64,58,69,60.536593465428155
48,74,85,55.068075627477384
41,38,80,50.65276473957681
54,53,49,46.646644695579496
89,44,86,73.4650504126996
42,65,34,47.07932111915921
88,42,43,65.0553547981762
75,73,53,67.63564668998326
43,65,97,62.08358015484032
53,90,81,63.42881232661303
80,69,77,84.7963972138629
80,56,76,66.8296750192942
64,30,89,58.99848822590793
97,63,32,76.92481536396794
94,97,38,87.1135804046457
89,50,53,73.97680251110292
49,62,33,41.73616753011251
60,36,38,43.813040073683595
75,94,30,72.37928924776445
51,32,64,50.305832041493105
66,80,41,71.48564154130487
79,83,47,71.22990542904441
41,88,39,50.175030032529335
93,35,47,63.66585146944571
52,58,53,65.29716067549309
92,46,30,73.30214014867322
71,89,45,70.35254014596399
70,51,44,65.52401849935623
55,53,91,58.73757596727419
71,80,34,71.07259305963228
71,79,74,67.10540645063017
99,40,81,79.48245145891758
73,85,36,74.29734962514743
50,71,56,55.866832990312055
49,68,42,56.367078511241864
54,98,46,62.79221242613157
56,77,73,67.21771823501464
79,86,42,71.29227871069476
57,50,34,54.39568907035009
94,49,62,67.77816171922458
48,44,33,38.72391280443562
64,98,55,78.92854451607663
79,80,97,70.60262634394263
98,91,45,82.09495728230753
53,66,51,55.789598738554396
99,35,65,74.76503906316466
97,55,87,80.01096762899894
64,37,84,54.27119630039969
89,33,64,73.33140206708853
61,50,54,61.56628897331796
91,60,90,79.60355093206933
69,50,47,49.946644939447395
59,54,87,64.63084049382229
60,44,86,61.30875270379298
83,64,92,75.76470637997153
71,78,41,57.32468478639246
90,72,40,73.24222893614738
85,70,42,75.73277897979072
88,66,64,81.18583667869181
95,86,56,84.27907701411657
60,71,96,67.38263291454763
74,76,74,78.27231732662543
97,90,96,89.01494814683412
71,43,51,51.82605741331392
69,97,71,77.3576977707382
94,82,49,89.13223507857462
78,63,77,81.21976083335736
88,53,47,62.711110810351926
51,49,99,57.813710583901404
80,98,35,88.56947890026771
86,59,68,70.85790839033396
57,36,40,55.398695411921565
60,65,54,65.18005282196877
52,67,84,68.85429054835636
60,81,87,69.47072100583424
47,44,66,47.81869868225176
85,75,45,69.44691901147716
79,52,99,78.89415717136743
85,41,66,59.817456626974085
